bangumiId,kind,lang,title,content
286,primary,ja-JP,電波教師,"""電波教師"" は同名漫画をアニメ化。2次元しか学べないと豪語する科学好きの青年が、教育困難なクラスの代役として受け持つ。独自の教育法で生徒たちが目標を見つける手助けをする。教育とコメディ、感動が特徴で、ジュンイチローの型破りな授業が面白くて感動的。"
287,primary,ja-JP,境界のRINNE,"""境界のRINNE"" は高橋留美子原作の同名漫画をアニメ化。幽霊が見える少女・真宮桜が、半死神の少年・六道りんねと出会い、二人で幽霊を成仏させる手助けをする。オカルトとコメディ、日常が特徴で、桜とりんねはオカルト事件を解決しながら掛け合いを繰り広げる。高橋留美子らしいコメディテイストと軽快なエピソードが魅力の温かいオカルト日常作品。"
288,primary,ja-JP,終わりのセラフ,"""終わりのセラフ"" は同名漫画をアニメ化。ウイルスで荒廃した世界で、吸血鬼が生き残った人間を支配する。少年・百夜優一郎は吸血鬼への復讐のため、人間の抵抗組織に加わり、親友のミカエラやシノアら仲間たちと共に戦う。吸血鬼とバトル、復讐をテーマに、優一郎の怒りと成長が通底し、バトルシーンが華麗で、ダークながら熱い空気感が魅力の人気作。"
289,primary,ja-JP,ハイスクールD×D BorN,"""ハイスクールD×D BorN"" はシリーズのアニメ。悪魔の高校生・兵藤一誠の成長を描く。悪魔になった一誠は成長を続け、今期は堕天使や神器使いとの戦いに巻き込まれ、ヒロインたちとのサービス満載の掛け合いも。バトルとハーレム、コメディが特徴で、一誠の熱血でエロいキャラが唯一無二。華麗なバトルシーンが魅力のライトノベルハーレムバトル作品。"
290,primary,ja-JP,ガンスリンガー ストラトス,"""ガンスリンガー ストラトス"" は同名ゲームをアニメ化。二つの大国に分かれた近未来世界での少年たちの戦いを描く。主人公たちは無重力の世界で任務を遂行し、敵対勢力と銃撃戦を繰り広げる。SFとガンアクション、熱さが特徴で、バトルシーンが流麗で、キャラクターの成長と絆が通底し、設定が斬新なスタンダードなSFバトルアニメ。"
291,primary,ja-JP,Fate/stay night [Unlimited Blade Works],"""Fate/stay night [Unlimited Blade Works]"" 第2期は第2シーズン。衛宮士郎とアーチャーの対決、聖杯戦争の真実が今期で完全に明かされる。士郎の理想主義への固執とアーチャーの幻滅が鋭く対比され、最終決戦でセイバーや凛との絆が高まる。華麗なバトルと壮大な世界観、深いテーマで知られ、ufotableの作画は業界屈指。"
292,primary,ja-JP,プラスティック・メモリーズ,"""プラスティック・メモリーズ"" は記憶を持つアンドロイドが当たり前の未来を描くオリジナルアニメ。少年・水柿ツカサは寿命を迎えたロボットの回収を担う会社に入社する。回収任務の中でパートナーロボット・アイラとの仲を深めるが、彼女には定められた記憶の消去が待っている。ロボットと人間の感情、別れをテーマに、涙を誘う展開と温かい日常が交錯し、結末が感動的なSF作品。"
293,primary,ja-JP,うたの☆プリンスさまっ♪ マジLOVEレボリューションズ,"""うたの☆プリンスさまっ♪ マジLOVEレボリューションズ"" はシリーズのアニメ。芸術学校に入ったヒロイン・七海春歌とアイドルたちの恋愛を描く。今期も春歌と6人のアイドルは音楽と芸能の道で成長を続ける。音楽と恋愛、アイドルが特徴で、華やかなステージ演出と感動の楽曲、春歌とアイドルたちの掛け合いが甘い。"
294,primary,ja-JP,血界戦線,"""血界戦線"" は同名漫画をアニメ化。異世界と繋がったニューヨークで、異界人と人間が共存する街の中、少年レオナルドが秘密組織ライブラに入る。都市ファンタジーと熱いバトル、群像劇が特徴で、レオは強力な視力で戦いで活躍し、ライブラメンバーとの掛け合いがギャグと感動に満ちている。"
295,primary,ja-JP,アルスラーン戦記,"""アルスラーン戦記"" は田中芳樹の小説をアニメ化。パルス王国の王子アルスラーンは、王国が敵国に滅ぼされた後、再興への道を歩む。逃避行の中で知将や仲間たちを集め、一歩一歩王の道へ。歴史と戦争、英雄の成長をテーマに、アルスラーンの仁徳と知恵、ダリューンら将軍との絆が通底する。"
296,primary,ja-JP,ベイビーステップ,"""ベイビーステップ"" 第2期は第1期の続編。丸尾栄一郎がテニス競技で成長を続ける。データ分析と地道なトレーニングで、丸尾はより高い舞台へと上がり、強敵との対決がより激しくなる。リアルなテニス技術と科学的トレーニング、主人公の成長で知られ、試合描写が丁寧で専門的。"
297,primary,ja-JP,SHOW BY ROCK!!,"""SHOW BY ROCK!!"" はバンド少女たちの冒険を描く音楽アニメ。ギタリストのシアンを中心とするバンドたちが音楽の世界で悪の勢力と戦い、ロックの力で世界を救う。音楽と可愛いキャラクター、コメディが特徴で、バンドの演奏が感動的で、キャラクターたちの日常の掛け合いがギャグに満ち、テンポが良い。"
298,primary,ja-JP,雨色ココア,"""雨色ココア"" は喫茶店・レインカラーの日常を描く短編アニメ。喫茶店のスタッフと客がコーヒーを巡って交流する。癒しと日常、コーヒーが特徴で、各話が喫茶店での小さな物語を中心に展開。淡い作画と静かな雰囲気、コーヒーの香りと人々の日常が絡み合う癒しのショート作品。"
299,primary,ja-JP,HELLO!! きんいろモザイク,"""HELLO!! きんいろモザイク"" は『きんいろモザイク』シリーズの第2期。少女たちの学園日常を描く。アリスがイギリスから日本にやってきて、陽子や綾ら友人と楽しい学園生活を送る。モエ日常と友情、癒しが特徴で、少女たちの掛け合いが魅力とギャグに満ち、明るく可愛い作画とゆったりした温かい雰囲気が魅力のモエ日常アニメの代表格。"
300,primary,ja-JP,ダイヤのA,"""ダイヤのA"" 第2期は第1期の続編。青道高校野球部が甲子園を目指して戦い続ける。沢村栄純、御幸一也らが試合の中で成長し、今期の相手はさらに強力で、試合はより激しい。リアルな野球戦術と丁寧な試合描写、キャラクターの成長で知られ、沢村のピッチングの進歩とチームの団結が視聴者の血を沸かせる。"
301,primary,ja-JP,怪盗ジョーカー,"""怪盗ジョーカー"" 第2期はシリーズの続編。少年怪盗ジョーカーが世界中の宝物を盗み続け、ライバルや警察を出し抜く。今期は新しいライバルやパートナーが登場し、さらに華麗なマジック盗難計画が展開する。華麗なマジックと誇張された演出、エピソード形式の冒険が特徴で、ジョーカーとハチの冒険が楽しい。"
302,primary,ja-JP,閃乱カグラ,"""閃乱カグラ"" は同名ゲームをアニメ化。学園で忍者少女たちの戦いと日常を描く。半蔵学院の忍者少女たちが悪の忍者勢力と激突する。忍者とバトル、サービス要素が特徴で、少女たちの忍術対決が華麗でスリリング、日常の掛け合いもサービス満載。"
303,primary,ja-JP,黏黏糊糊!!角质君 第2期,これは擬人化された角質キャラクターのショートアニメの第2期。第1期に続き、角質キャラクターの視点からナンセンスな日常が描かれる。角質の生活は相変わらず奇想天外なアイデアと笑いに満ち、誇張された演出とナンセンスな設定が特徴。短くて疾走感のあるテンポで、角質の奇妙な日常をライトコメディで描く。
304,primary,ja-JP,てーきゅう,"""てーきゅう"" 第4期はシリーズの続編。テニス部の少女たちのナンセンスな日常が続く。テンポの速いギャグと誇張された演出、奇想天外なネタが特徴で、テニスの試合も様々な笑いのシーンに変わる。各話は極短いが笑いの密度が濃い。"
305,primary,ja-JP,我是高宫茄乃,これは『のんのんびより』のスピンオフショート。特定の視点から、キャラクターの田舎暮らしのゆったりしたエピソードを描く。本編と同じ画風で、明るい癒しの雰囲気。キャラクターの日常と楽しい出来事を中心にした、のんのんびよりファン必見のサイドストーリー。
306,primary,ja-JP,ミカグラ学園組曲,"""ミカグラ学園組曲"" は同名ライトノベルをアニメ化。様々な才能を持つ者が集うミカグラ学園に入学した少年・市谷マナビが、部活連盟主催の学園行事に巻き込まれる。学園バトルとコメディ、群像劇が特徴で、学園の奇妙な設定と様々なキャラクターの掛け合いが楽しい。"
307,primary,ja-JP,響け! ユーフォニアム,"""響け! ユーフォニアム"" は同名小説をアニメ化。北宇治高校吹奏楽部の少女たちの青春を描く。主人公・黄前久美子は部員たちと目標に向かって努力し、コンクールで夢を追う。音楽と青春、成長をテーマに、久美子の成長と部員たちの絆が繊細で感動的。映像と音楽が素晴らしく、演奏シーンが圧巻の京都アニメーションの傑作。"
308,primary,ja-JP,銀魂,"""銀魂"" は『銀魂』シリーズの続編。万事屋銀ちゃんと仲間たちの江戸での可笑しな日常を描く。今期は人気エピソードとシリアスな本筋が収録され、銀さんはコメディと熱さを行き来し、攘夷志士や将軍との物語が魅力。パロディとツッコミ、熱さが特徴で、ナンセンスコメディと感動的なプロットが融合。"
309,primary,ja-JP,トリアージX,"""トリアージX"" は同名漫画をアニメ化。特殊部隊ブラックラベルの少女たちの制裁任務を描く。少女たちは表向きの身分に隠れて、法で裁けない悪党と戦う。アクションとバトル、制服が特徴で、少女たちのバトルシーンが華麗で、任務の緊張と日常の温かさが交錯する。"
310,primary,ja-JP,俺物語!!,"""俺物語!!"" は同名漫画をアニメ化。外見は怖いが心優しい大男・剛田猛男の恋愛を描く。猛男は優しい少女・大和凛子に恋をする。親友の砂川誠との友情も感動的。恋愛と友情、ギャップ萌えが特徴で、猛男は外見に似合わず純粋で優しく、凛子との掛け合いが甘い。"
311,primary,ja-JP,放課後のプレアデス,"""放課後のプレアデス"" はアニメプロジェクトをアニメ化。宇宙人と共に欠片を集める少女たちの物語。プレアデスの少女たちは車に乗って冒険し、散らばった星の欠片を集める。魔法少女とSF、日常が特徴で、少女たちの冒険が楽しく、淡い作画と温かいキャラクターの掛け合いが魅力。"
312,primary,ja-JP,えとたま,"""えとたま"" はマルチメディアプロジェクトをアニメ化。十二支を代表する少女たちの戦いを描く。十二神将の地位を争うため、少女たちはトーナメントを開催する。擬人化十二支とバトル、コメディが特徴で、キャラクターは個性豊かで、バトルシーンが華麗でテンポが良い。"
313,primary,ja-JP,パンチライン,"""パンチライン"" はパンツを見ると世界が滅びる呪いを受けた少年・伊里達遊太を描くオリジナルアニメ。呪いを解くため遊太は行動を起こす。奇想天外なアイデアとコメディ、ミステリーが特徴で、ナンセンスで面白い設定。プロットは逆転とギャグに満ち、ナンセンスな表面の裏に幾重もの謎が隠され、結末が驚きの意欲作。"
314,primary,ja-JP,浦和小调,これは埼玉県浦和を舞台にした少女たちの日常を描く短編アニメ。ご当地風景とキャラクターの掛け合い、地域振興の香りが特徴で、少女たちの日常の断片が軽やかで温かい。可愛い作画と短い展開で、浦和の魅力を気軽な日常で見せる癒しのご当地作品。
315,primary,ja-JP,ニセコイ:,"""ニセコイ:"" は『ニセコイ』アニメの第2期。一条楽と桐崎千棘らラブコメが続く。今期は楽と多くの女性キャラクターとの掛け合いが中心で、初恋の謎と恋愛線がさらに発展する。明るいラブコメと複雑なキャラクター関係が特徴で、誤解と偶然が絶えず、笑いと糖度が濃い。"
316,primary,ja-JP,シドニアの騎士 第九惑星戦役,"""シドニアの騎士 第九惑星戦役"" は『シドニアの騎士』の第2期。谷風長道とシドニアの戦士たちがガウナと戦い続ける。今期の戦いはさらに激しく、長道と星白閑らとの絆が深まる。3DCGとハードSF設定、壮大な宇宙戦争で知られ、衝撃的なバトルシーンが魅力。"
317,primary,ja-JP,聖闘士星矢 黄金魂,"""聖闘士星矢 黄金魂"" は北欧を舞台に黄金聖闘士たちの戦いを描く。アイオロスを中心に、復活した黄金聖闘士たちが女神アテナを守るため戦う。古典的な聖闘士バトルと黄金聖衣の魅力、熱さをテーマに、黄金聖闘士たちがそれぞれの技を披露する。"
318,primary,ja-JP,グリザイアの迷宮,"""グリザイアの迷宮"" は『グリザイアの果実』の続編。学園での風見雄二の過去と現在を描く。今期は雄二と少女たちの過去が明かされ、迷宮学園の真実を巡って展開する。暗い雰囲気と心理描写、キャラクターの絆が特徴で、雄二の成長と少女たちの救済が絡み合う。"
319,primary,ja-JP,山田くんと7人の魔女,"""山田くんと7人の魔女"" は同名漫画をアニメ化。問題児の不良・山田竜は転んで優等生の白石うららにキスしたことで入れ替わり、キスで超能力が発動することを発見する。超能力とラブコメ、学園が特徴で、山田は魔女を探しながら多くの少女と絡む。"
320,primary,ja-JP,英国一家，吃在日本,これは日本に引っ越してきたイギリス人家族が日本食を楽しむ物語を描く短編アニメ。食と日常、文化交流が特徴で、イギリス人家族の日本での食事体験が楽しく、日本料理と家族の反応を可愛い作画で描く。
321,primary,ja-JP,グリザイアの楽園,"""グリザイアの楽園"" は『グリザイア』シリーズの最終章。風見雄二と学園の少女たちの物語が完結する。今期は雄二の過去と少女たちの未来を巡り、迷宮学園の真実と各キャラクターの救済が絡み合う。暗い雰囲気と心理描写、温かい結末で知られ、雄二と少女たちは共に過去と向き合い未来へ進む。"
322,primary,ja-JP,おくさまが生徒会長!,"""おくさまが生徒会長!"" は生徒会長の若菜羽衣と副会長の和泉隼斗のラブコメを描く短編アニメ。会長に当選した羽衣は隼斗と同居生活を始める。恋愛とコメディ、サービスが特徴で、二人の掛け合いがギャグとアンニュイさに満ち、短くてテンポが良い。"
323,primary,ja-JP,GANGSTA.\,"""GANGSTA.\"" は黄昏の街エルガストゥルムで暗躍する便利屋と様々な勢力の争いを描く。賞金稼ぎやギャングが街の影で暗躍する。ギャングとアクション、群像劇が特徴で、ハードボイルドな画風と陰鬱な雰囲気、灰色の領域でのキャラクターたちの闘争が緊張感に満ちている。"
324,primary,ja-JP,ケイオスドラゴン 赤竜戦役,"""ケイオスドラゴン 赤竜戦役"" はマルチメディアプロジェクトをアニメ化。赤竜が支配する異世界での少年たちの冒険を描く。主人公・忌ブキは守りたい人々のために出発し、赤竜を巡る戦争に巻き込まれる。ファンタジーと冒険、群像劇が特徴で、壮大な世界観と絡み合うキャラクターの運命。"
325,primary,ja-JP,アクエリオンロゴス,"""アクエリオンロゴス"" は『アクエリオン』シリーズのアニメ。アクエリオンに乗って謎の敵と戦う少年少女たちを描く。主人公・灰吹陽は学園で能力に目覚め、現実を侵食する敵と仲間たちと共に戦う。メカバトルと熱さ、学園が特徴で、アクエリオンの合体バトルが華麗。"
326,primary,ja-JP,乱歩奇譚 Game of Laplace,"""乱歩奇譚 Game of Laplace"" は江戸川乱歩の作品をアニメ化。天才高校生・小林が怪事件の解決に参加する。小林は明智警部と共に謎の犯罪者を追いながら、ラプラスのゲームに巻き込まれる。ミステリーとサスペンス、ダークな雰囲気が特徴で、乱歩の探偵世界を現代的にアレンジ。"
327,primary,ja-JP,青春×機関銃,"""青春×機関銃"" は同名漫画をアニメ化。サバイバルゲームに参加する少年少女たちを描く。女子高生・立花蛍は友を救うためサバイバルゲームの戦いに参加し、パートナーたちとフィールドで競う。ガンアクションと熱さ、青春が特徴で、サバイバルゲームの戦術対決が緊張と興奮に満ちている。"
328,primary,ja-JP,城下町のダンデライオン,"""城下町のダンデライオン"" は同名漫画をアニメ化。子供が多い王族の中で、次期国王を決めるための王女たちの超能力争いが始まる。主人公・桜田シオは多くの兄弟姉妹の競争の中で、王家の責任を次第に理解していく。王族の日常と超能力、コメディが特徴で、多くの個性豊かなキャラクターが登場。"
329,primary,ja-JP,ヘタリア,"""ヘタリア"" 第6期はヘタリアシリーズのアニメ。擬人化された国家たちのコメディ日常が続く。世界の国々が可愛いキャラクターとして交流し、歴史や文化、国家関係をネタに笑いを生む。パロディと歴史、コメディが特徴で、個性豊かなキャラクター。"
330,primary,ja-JP,うしおととら,"""うしおととら"" は『うしおととら』アニメの統合版。少年・蒼月潮と妖怪のとらの冒険を描く。潮は獣の槍を手に、とらと共に様々な妖怪や黒幕と戦う。熱いバトルと友情、和風妖怪が特徴で、敵から信頼へと変わっていく二人の成長が感動的。"
331,primary,ja-JP,ミス・モノクローム,"""ミス・モノクローム"" 第2期は第1期の続編。バーチャルアイドルのミス・モノクロームがアイドルの夢を追い続ける。モノクロームの日常は相変わらずナンセンスで笑いに満ち、誇張された演出とテンポの速いギャグが特徴。"
332,primary,ja-JP,兔宝的悲惨日常 梦幻篇,これは『うーさーのその日暮らし』シリーズの続編。いじめられるウサギ・うーさーの不憫で可笑しな日常を描く。ブラックユーモアとパロディ、日常が特徴で、うーさーの不運な体験がギャグに満ちている。
333,primary,ja-JP,わかば*ガール,"""わかば*ガール"" は同名漫画をアニメ化。女子高生・若葉の日常を描く。若葉は友人たちと学校でゆったりとした楽しい時間を過ごす。日常と癒し、友情が特徴で、少女たちの温かく可愛い掛け合いと淡い作画が魅力。"
334,primary,ja-JP,GATE 自衛隊 彼の地にて、斯く戦えり,"""GATE 自衛隊 彼の地にて、斯く戦えり"" は同名小説をアニメ化。異世界に渡る自衛隊の物語。開かれたゲートを通じて自衛隊が異世界の文明と接触する。主人公・伊丹が異世界で冒険と調査を行う。ミリタリーとファンタジー、冒険が特徴で、自衛隊と異世界の文化衝突が面白い。"
335,primary,ja-JP,クラスルーム☆クライシス,"""クラスルーム☆クライシス"" は火星軌道上のハイテク学園での少年少女たちを描くオリジナルアニメ。主人公ら天才学生たちが学園のクラス活動で様々な事件に巻き込まれる。学園とコメディ、SFが特徴で、キャラクターの掛け合いがギャグに満ちている。"
336,primary,ja-JP,戦姫絶唱シンフォギアGX,"""戦姫絶唱シンフォギアGX"" は『シンフォギア』シリーズのアニメ。歌を使って戦う少女たちを描く。シンフォギアを装着した戦士たちが歌を力に、謎のノイズと戦う。今期は新たな脅威とキャラクターが登場。音楽とバトル、熱さが特徴で、歌と戦闘を組み合わせたパフォーマンスが感動的。"
337,primary,ja-JP,デュラララ!!×2 転,"""デュラララ!!×2 転"" はシリーズのアニメ。池袋の都市伝説の群像劇が続く。今期は新キャラクターと新事件を中心に、池袋の変人たちの混沌とした日常が続く。多線の語りと都市サスペンス、群像劇が特徴で、目まぐるしい逆転と交錯。"
338,primary,ja-JP,Charlotte,"""Charlotte"" はKey×P.A.WORKSのオリジナルアニメ。特殊能力を持つ少年・乙坂有宇を描く。生徒会の少女・友利奈緒と出会い、星ノ海学園で他の能力者を助ける。超能力と青春、悲喜劇が特徴で、有宇の成長と世界の真実が層状に明かされる。"
339,primary,ja-JP,WORKING!!,"""WORKING!!"" 第3期はシリーズの続編。ファミリーレストラン・ワグナリアのスタッフのコメディ日常が続く。小鳥遊宗太と個性豊かなスタッフの掛け合いがギャグに満ち、日常とコメディ、群像劇が特徴。"
340,primary,ja-JP,下ネタという概念が存在しない退屈な世界,"""下ネタという概念が存在しない退屈な世界"" は同名ライトノベルをアニメ化。厳しい倫理法が支配する未来の日本で、少年・奥間狸吉は先輩を追って純潔の学校組織に入るが、猥褻物を広める地下組織に巻き込まれる。パロディとツッコミ、サービスが特徴で、ナンセンスで面白い設定。"
341,primary,ja-JP,ガッチャマン クラウズ インサイト,"""ガッチャマン クラウズ インサイト"" はシリーズのアニメ。NOTEを使って世界を守る少女たちを描く。主人公・一ノ瀬はじめと仲間たちが新たな敵に立ち向かう。SFと群像劇、社会問題が特徴で、集合意識と個人の価値を探求する。"
342,primary,ja-JP,六花の勇者,"""六花の勇者"" は同名ライトノベルをアニメ化。魔王復活の危機で、選ばれた六人の勇者が集まるが、その中に敵が混ざっている。主人公アドレットは無実を証明するため戦う。ファンタジーとミステリー、知略戦が特徴で、勇者たちの疑心暗鬼と真実の解明が層状に進む。"
343,primary,ja-JP,ドラゴンボール超,"""ドラゴンボール超"" は『ドラゴンボール』の新作。悟空たちが力の大会などの新章で戦う。破壊神や全王などの新キャラクターが登場し、悟空は神の領域の戦いで限界を突破していく。熱いバトルとユーモア、壮大な世界観が特徴。"
344,primary,ja-JP,ワカコ酒,"""ワカコ酒"" は働く女性・村崎ワカコが仕事帰りに酒と料理を楽しむ物語を描く短編アニメ。食と癒し、孤独が特徴で、ワカコの一人酒の情景が雰囲気満点で、食欲をそそる料理と酔いの楽しさを描く。"
345,primary,ja-JP,ゴッドイーター,"""ゴッドイーター"" は同名ゲームをアニメ化。アラガミに荒廃した世界で、神機を使って戦うゴッドイーターたちの物語。少年・空木レンカはゴッドイーター部隊に入り、仲間たちとアラガミと戦う。バトルとSF、生存が特徴で、独特の画風と華麗なバトルシーン。"
346,primary,ja-JP,赤髪の白雪姫,"""赤髪の白雪姫"" は同名漫画をアニメ化。天然の赤髪を持つ少女・白雪は、王子の妾になるのを逃れるため国を離れ、隣国の若き王・ゼンと出会う。宮廷生活の中で二人は距離を縮め、ロマンチックな物語が展開する。恋愛と宮廷、冒険が特徴で、白雪の自立と強さ、ゼンの優しさが美しく響く。"
347,primary,ja-JP,To LOVEる -とらぶる- ダークネス,"""To LOVEる -とらぶる- ダークネス"" 第2期は『To LOVEる』シリーズのアニメ。リトと多くの少女たちのハーレム日常が続く。今期はダークス姉妹やモモの計画を中心に、リトのトラブルが激化。ラブコメとサービス、パロディが特徴で、サービスシーンが豊富。"
348,primary,ja-JP,てーきゅう,"""てーきゅう"" 第5期はシリーズの続編。テニス部の少女たちのナンセンスな日常が続く。テンポの速いギャグと誇張された演出、奇想天外なネタが特徴で、各話は極短いが笑いの密度が濃い。"
349,primary,ja-JP,実は私は,"""実は私は"" は同名漫画をアニメ化。主人公が密かに恋する少女の正体は吸血鬼だった。彼女の秘密を守るため、主人公は正体を隠す手助けをする。オカルトとラブコメ、コメディが特徴で、多くの正体を隠す少女たちを巡る。"
350,primary,ja-JP,のんのんびより りぴーと,"""のんのんびより りぴーと"" は『のんのんびより』の第2期。田舎の分校の少女たちのゆったりした日常が続く。宮内れんげと越谷姉妹が四季の移ろいの中で普通でありながら素敵な時間を過ごす。癒しと日常、田園風景が特徴で、ゆったりしたテンポと淡い画風。"
351,primary,ja-JP,百万偶像,これはアイドルを目指す少女たちの奮闘を描く短編アニメ。アイドルと日常、コメディが特徴で、少女たちの夢追いの中の掛け合いが楽しく、アイドル業界の日常を明るい雰囲気で描く。
352,primary,ja-JP,怪兽酒场干杯！,これは酒場でのモンスターたちの日常を描く短編アニメ。モンスターテーマの酒場で、様々なモンスターキャラクターと人間の客の掛け合いが楽しい。コメディと日常、モンスターが特徴で、独特の画風と明るい雰囲気。
353,primary,ja-JP,オーバーロード,"""オーバーロード"" は同名ライトノベルをアニメ化。人気ゲームの終了時、主人公・鈴木悟はギルドと共に異世界に転移し、最強の魔導王アインズ・ウール・ゴウンとなる。アンデッドの君主として異世界で勢力を築く。異世界とダークファンタジー、群像劇が特徴で、アインズの力と慎重さのギャップが魅力の異世界ジャンルの傑作。"
354,primary,ja-JP,それが声優!,"""それが声優!"" は新人声優の奮闘を描く短編アニメ。声優業界のリアルな日常をテーマに、主人公たちがオーディションや収録、仕事の中で成長していく。多くの実在の声優のカメオ出演と業界ネタが満載。"
355,primary,ja-JP,モンスター娘のいる日常,"""モンスター娘のいる日常"" は同名漫画をアニメ化。人間と亜人が共存する現代世界で、少年・来留主公人が政府の手配により数人のモンスター娘と同居生活を送る。モンスター娘とハーレム、サービスが特徴で、様々なモンスター娘との同居生活がギャグとアンニュイさに満ちている。"
356,primary,ja-JP,ビキニ・ウォリアーズ,"""ビキニ・ウォリアーズ"" はビキニアーマーの少女戦士たちの冒険を描く短編アニメ。ファンタジー世界で魔王討伐に出発する少女たち。バトルとサービス、パロディが特徴で、美少女と冒険を組み合わせ、サービス映像満載。"
357,primary,ja-JP,洲崎西 THE ANIMATION,"""洲崎西 THE ANIMATION"" は声優ユニット洲崎西のラジオ番組をアニメ化した短編アニメ。二人の声優の日常の掛け合いをテーマに、ラジオのネタと二人の交流を映像化。コメディと声優、日常が特徴で、声優ユニットのファン必見。"
358,primary,ja-JP,空戦魔導士候補生の教官,"""空戦魔導士候補生の教官"" は同名ライトノベルをアニメ化。魔法甲虫の脅威にさらされる世界で、少年カナタが空戦魔導士の教官として候補生たちを指導する。空中戦と学園、ハーレムが特徴で、カナタと少女候補生たちの掛け合いがサービス満載。"
359,primary,ja-JP,純情ロマンチカ3,"""純情ロマンチカ3"" は『純情ロマンチカ』シリーズのアニメ。美咲と宇佐見らBLカップルの恋愛を描く。今期も複数のカップルの感情の発展が描かれる。BL恋愛と温かさ、コメディが特徴で、甘くて感動的な掛け合い。"
360,primary,ja-JP,干物妹! うまるちゃん,"""干物妹! うまるちゃん"" は同名漫画をアニメ化。外では完璧優等生、家ではぐーたらな妹の土間うまるが、兄・タイヘイとの可笑しな同居生活を送る。日常とコメディ、兄妹愛が特徴で、家でのぐーたらぶりと外での完璧な姿のギャップが愛らしい。"
361,primary,ja-JP,がっこうぐらし!,"""がっこうぐらし!"" は同名漫画をアニメ化。感染が発生した後の世界で、学校生活部の少女たちが学園で生き延びる。ポストアポカリプス生存と癒し、ホラーが特徴で、廃墟の学園での平穏な日常の裏に残酷な真実が隠されている。"
362,primary,ja-JP,だんちがい,"""だんちがい"" は何人もの姉と暮らす主人公の日常を描く短編アニメ。家族コメディとサービス、コメディが特徴で、個性豊かな姉たちとの掛け合いがギャグに満ちている。"
363,primary,ja-JP,監獄学園,"""監獄学園"" は同名漫画をアニメ化。校則の厳しい私立八光学院で、校則違反の5人の男子が投獄され、ナンセンスな生存コメディが展開する。コメディとパロディ、サービスが特徴で、男子たちが刑務所で生徒会と知恵比べ。"
364,primary,ja-JP,VENUS PROJECT -CLIMAX-,"""VENUS PROJECT -CLIMAX-"" はヴィーナスプロジェクトのアニメ。少女アイドルたちの奮闘を描く。ヴィーナスプロジェクトの選抜をテーマに、少女たちがアイドルの道で成長していく。アイドルと音楽、夢追いが特徴で、歌とダンスシーンが華やか。"
365,primary,ja-JP,枕男子,"""枕男子"" は就寝前に様々な美男子と過ごす時間を描く短編アニメ。女性向けと癒し、ファンタジー要素が特徴で、各話が一人の美男子を中心に、洗練された作画で就寝前の甘い雰囲気を作る。"
366,primary,ja-JP,アイドルマスター シンデレラガールズ,"""アイドルマスター シンデレラガールズ"" 第2期は第1期の続編。シンデレラガールズがアイドルの道で成長を続ける。今期はアイドルたちの活動と新たな挑戦が中心で、各キャラクターの物語が深まる。群像劇と音楽、夢追いが特徴。"
367,primary,ja-JP,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ ヘルツ!,"""Fate/kaleid liner プリズマ☆イリヤ ツヴァイ ヘルツ!"" は『Fate』シリーズのスピンオフアニメ。イリヤと美遊の魔法少女としての戦いが続く。今期はキャラクターとバトルが増え、魔法少女となったイリヤの日常と危機が絡み合う。"
368,primary,ja-JP,DIABOLIK LOVERS,"""DIABOLIK LOVERS"" 第2期は第1期の続編。少女・小森ユイと吸血鬼兄弟の因縁が続く。吸血ゲームの中でのユイの運命が深まり、ダークな吸血鬼設定と美形キャラクター、アンニュイな掛け合いが特徴。"
369,primary,ja-JP,かみさまみならい ヒミツのここたま,"""かみさまみならい ヒミツのここたま"" は見習い神様の少女たちが人々の悩みを解決する短編アニメ。神様として人々の願いを叶える少女たち。癒しと日常、神様が特徴で、可愛い作画と温かい雰囲気。"
370,primary,ja-JP,ルパン三世,"""ルパン三世"" は名作怪盗アニメシリーズ。ルパン三世と仲間たちの冒険を描く。世界中の宝物を盗むルパンが、ライバルの銭形警部と知略を巡らせる。怪盗と冒険、コメディが特徴で、ルパンの機知と魅力が抜群。"
371,primary,ja-JP,枪与假面舞会,これは同名ライトノベルをアニメ化。仮面舞踏会が盛んな世界で、少年アラタが仮面を使った戦いに巻き込まれる。バトルとミステリー、ファンタジーが特徴で、アラタの成長と仮面舞踏会の真実が層状に明かされる。
372,primary,ja-JP,ヤング ブラック・ジャック,"""ヤング ブラック・ジャック"" は手塚治虫の名作をアニメ化。若き日のブラック・ジャック（間黒男）の物語。医学生時代のブラック・ジャックが様々な医療事件に遭遇し、次第に独自の医療哲学を形成していく。"
373,primary,ja-JP,影鰐-KAGEWANI-,"""影鰐-KAGEWANI-"" は謎の事件を調査する中で影鰐に遭遇する主人公を描くホラー短編アニメ。影鰐は人間を喰らう未知の生物。ホラーとサスペンス、エピソード形式が特徴で、冷たい画風と陰鬱な雰囲気。"
374,primary,ja-JP,ハッカドール,"""ハッカドール"" は3体のAIハッカドールが人間の日常を手助けする短編アニメ。少女型ハッカドールが様々な方法で人間の問題を解決する。SFとコメディ、日常が特徴で、可愛い作画とテンポの良い展開。"
