bangumiId,kind,lang,title,content
593,primary,en-US,学园帅哥,"""Gakuen Handsome"" adapts the same-name game, telling the interactions between the protagonist and handsome boys at a handsome boys' academy. The work features BL, comedy, and daily life, with a unique art style and exaggerated performances, showing the handsome boys' daily life amid parody—a light work full of gags."
594,primary,en-US,TRICKSTER -来自江户川乱步「少年侦探团」-,"""Trickster: Edogawa Ranpo Shounen Tanteidan yori"" adapts from Edogawa Ranpo's works. The members of the Boy Detectives Club solve cases in a future world; the work features mystery, suspense, and a dark atmosphere, with a plot full of reversals. The boys' adventures and growth run throughout—a uniquely styled mystery work."
595,primary,en-US,灼热乒乓妹,"""Shakunetsu no Takkyuu Musume"" is a short anime telling the daily life of table tennis girls. The girls' interactions in the table tennis club are fun; the work features table tennis, daily life, and comedy, and the anime is short with brisk pacing, showing the girls' vitality in light daily life—a stress-relieving short anime."
596,primary,en-US,侍灵演武：将星乱,"This is a Sino-Japanese co-production anime telling of the spirits of Three Kingdoms generals fighting in the modern world. A boy, drawn into a battle of spirits, fights alongside the generals; the work features Three Kingdoms, battle, and passion, with gorgeous battle scenes. The generals' spirit settings are novel—a powerful work."
597,primary,en-US,信长的忍者,"""Nobunaga no Shinobi"" is a short anime telling the story between ninja Chidori and Oda Nobunaga in the Warring States period. Chidori meets Nobunaga in the turbulent Sengoku era; the work features Sengoku, comedy, and daily life, and the anime is short with brisk pacing, showing the ninja's life in light daily life—a stress-relieving short anime."
598,primary,en-US,装神少女小缠,"""Soushin Shoujo Matoi"" is an original anime telling of girl Matoi gaining power through spirit possession. Matoi awakens through a shrine ritual and fights evil spirits; the work features magical girls, battle, and daily life, with gorgeous battle scenes. Matoi's growth and family bonds run throughout—a work where warmth and passion coexist."
599,primary,en-US,夏目友人帐 伍,"""Natsume Yuujinchou Go"" is the fifth season of Natsume Yuujinchou; boy Takashi Natsume's encounters with yokai continue. This season Natsume returns names in the Book of Friends to yokai with Madara; the work features yokai, healing, and daily life, with a gentle atmosphere and heartwarming episodic stories—a classic healing anime."
600,primary,en-US,黑白来看守所,"""Nanbaka"" is an original anime telling the daily life of prisoners at Nanba Prison, where escape artists gather. The prisoners carry out various funny escape attempts and daily life under the guards' watch; the work features comedy, daily life, and snark, with exaggerated performances and dense jokes. The characters have distinct personalities—a joyful ensemble comedy."
601,primary,en-US,一课一练,"This is a Sino-Japanese co-production anime telling of high school student Zhuge Mengming's battles at the academy. After transferring schools, Mengming is drawn into competition between academies; the work features school, battle, and passion, with gorgeous battle scenes. Mengming's growth and bonds run throughout—a standard school battle work."
602,primary,en-US,凸变英雄,"""To Be Hero"" is an original anime telling the funny story of a trash hero saving the world. After becoming a hero, the protagonist fights aliens; the work features comedy, passion, and family, with a unique art style and dense jokes, showing the hero's growth in nonsensical daily life. The ending is moving—a highly acclaimed work."
603,primary,en-US,Crane Game Girls 第二季,"""Crane Game Girls"" Season 2 continues the first season; the alien girls continue challenging crane games. This season's crane game missions are even more absurd; the work features comedy, daily life, and absurdity, with absurd funny settings and brisk pacing, showing the girls' interactions in light daily life—a stress-relieving short anime."
604,primary,en-US,解谜之音,"This is a short anime telling the daily life of an AI girl solving puzzles. The girls interact through puzzle-solving; the work features puzzles, daily life, and sci-fi, and the anime is short with a unique atmosphere, showing the characters' charm in the interweaving of riddles and daily life—a novel-styled short anime."
605,primary,en-US,网球并不可笑嘛 8期,"""Teekyuu"" Season 8 continues the series, as the tennis club girls' nonsensical daily life goes on. The work features rapid-fire gags, exaggerated performances, and wild-brain segments, turning tennis into various hilarious scenes; each episode is extremely short yet packed with jokes—a light short anime that makes viewers laugh out loud, perfect for stress relief in spare time."
606,primary,en-US,奇异太郎少年的妖怪绘日记,"""Kiitarou Shounen no Youkai Enikki"" is a short anime telling the daily life of boy Kiitarou and yokai. Kiitarou encounters various yokai in his life at the shrine; the work features yokai, daily life, and healing, with soft art and a warm atmosphere, showing the interactions between humans and yokai in light daily life—a healing work."
607,primary,en-US,魔法少女什么的已经够了啦。第二季,"""Mahou Shoujo Nante Mou Ii Desu kara."" Season 2 continues the first season; magical girl Yuzu's daily life continues. This season the interactions between Yuzu and the mascot and friends are richer; the work deconstructs the magical girl setting, with brisk pacing and dense jokes—a stress-relieving short anime."
608,primary,en-US,动画锻炼！XX,"""Animation eXercise! XX"" continues the series; the story of girls exercising at the academy continues. The work features fitness, daily life, and fan-service; the girls' interactions during exercise are fun, and the anime is short with brisk pacing, showing the girls' vitality in light daily life—a stress-relieving short anime."
609,primary,en-US,吹响吧！上低音号 第二季,"""Sound! Euphonium"" Season 2 continues the first season; Kitauji High's concert band keeps moving forward. This season the ensemble competition and the members' worries intertwine, with Kumiko and the members growing together; the work features music, youth, and ensemble, with infectious performance scenes and delicate moving emotions—a classic of Kyoto Animation."
610,primary,en-US,文豪野犬 第二季,"""Bungou Stray Dogs"" Season 2 continues the first season; the Armed Detective Agency's ability battles continue. This season revolves around Dazai's past and the confrontation with the Port Mafia, with Atsushi's growth deepening; the work features ability battles, literary master anthropomorphization, and ensemble, with gorgeous battle scenes and well-rounded characters—a highly popular work in recent years."
611,primary,en-US,无畏魔女,"""Brave Witches"" is a Strike Witches series anime telling the battles of the witches of Unit 502. The girls fight the Neuroi; the work features battle, yuri, and daily life, with gorgeous aerial battle scenes. The girls' bonds run throughout—a Strike Witches series work."
612,primary,en-US,冰上的尤里,"""Yuri!!! on Ice"" is an original anime telling the story of a figure skater. Japanese skater Yuuri Katsuki challenges the world stage under coach Victor's guidance; the work features figure skating, sports, and emotion, with beautiful skating scenes. Yuuri's growth and his bond with Victor are moving—a phenomenal sports anime."
613,primary,en-US,轻拍翻转小魔女,"""Flip Flappers"" is an original anime telling the story of girls transforming into witches. Cocona becomes a witch by chance and adventures with her partner Papika; the work features magic, adventure, and fantasy, with a unique art style and vivid colors. The girls' growth and friendship are charming—a uniquely styled work."
614,primary,en-US,竞女,"""Keijo!!!!!!!!"" adapts the same-name manga, telling a competitive story themed on girls' keijo. The girls engage in fierce competition through chest and hip clashes; the work features comedy, passion, and competition, with absurd funny settings and exaggerated passionate match scenes—a work full of joy."
615,primary,en-US,ALL OUT!!,"""ALL OUT!!"" adapts the same-name manga, telling the passionate story of the boys' rugby club. Kenji Gion joins the rugby club in high school and keeps growing on the pitch; the work features rugby, passion, and youth, with passionate match scenes and moving growth and bonds—a passionate sports anime."
616,primary,en-US,伯纳德小姐说。,"""Bernard-jou Iwaku."" is a short anime telling the daily life of girl Sawako Machida, who calls herself a bookworm but never reads. Sawako's interactions with the library club members are fun; the work features reading, daily life, and snark, and the anime is short with brisk pacing, showing the characters' fun in light daily life—a stress-relieving short anime."
617,primary,en-US,我太受欢迎了该怎么办,"""Watashi ga Motete Dousunda"" adapts the same-name manga. Gloomy girl Kae Serinuma becomes a beauty after dieting, attracting the pursuit of boys. The work features romance, comedy, and daily life; Serinuma's interactions with the boys are full of gags, and the anime has a light atmosphere—a romantic comedy that makes viewers laugh."
618,primary,en-US,少女编号,"""Girlish Number"" is an original anime telling the industry story of new voice actress Chitose Karasuma. Chitose's struggles in the voice acting industry are realistic and funny; the work features voice actors, the industry, and snark, realistically depicting the industry's hardships. Chitose's sharp-tongued yet narcissistic personality is charming—a unique industry work."
619,primary,en-US,漂流武士,"""Drifters"" adapts Kouta Hirano's same-name manga. Sengoku general Toyohisa Shimazu is summoned to another world after death, fighting alongside heroes of history. The work features isekai, battle, and ensemble, with brutal violent battle scenes and bold character settings—a powerful work."
620,primary,en-US,失忆煽动WIXOSS,"""Lostorage Incited WIXOSS"" is a WIXOSS series anime telling the card battles of new protagonists. The girls face cruel rules in WIXOSS games; the work features cards, suspense, and psychological games, continuing the series' dark atmosphere. The girls' fates and wishes intertwine—a uniquely styled work."
621,primary,en-US,排球少年 乌野高校 VS 白鸟泽学园高校,"""Haikyu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou"" is the third season of Haikyu!!; Karasuno High's national tournament duel against Shiratorizawa. Hinata and Kageyama face the national top ace Ushijima in a fierce offensive and defensive battle; the work is themed on volleyball, passion, and team growth, with breath-taking match scenes. The whole Karasuno team's struggle is moving—a peak of sports anime."
622,primary,en-US,亚人 第2部分,"""Ajin"" Part 2 continues the first season; Kei Nagai's battle with the Ajin continues. This season Sato's threat escalates, with Kei growing in his duel against Sato; the work features sci-fi, suspense, and action, with shocking Ajin settings and battle scenes. The anime's 3DCG is unique—an excellent sci-fi anime."
623,primary,en-US,临时女友♪,"""Girl Friend (Kari)"" adapts the same-name game, telling the girls' daily life at school. Themed on their lives, the work features daily life, healing, and ensemble, with cute art and a light atmosphere. The girls' interactions are full of moe—a daily work suitable for relaxed viewing."
624,primary,en-US,克拉斯卡劳埃德,"""ClassicaLoid"" is a short anime telling the funny story of famous figures from classical paintings awakening in the modern world. The painting figures cause various jokes in modern society; the work features comedy, parody, and art, and the anime is short with dense jokes, showing art's fun in absurd settings—a stress-relieving short anime."
625,primary,en-US,长骑美眉,"""Long Riders!"" is a short anime telling the daily life of girls riding bicycles. The girls grow through the bicycle club's activities; the work features bicycles, daily life, and healing, with cute art and a light atmosphere, showing the joy of riding in light daily life—a stress-relieving short anime."
626,primary,en-US,3月的狮子,"""March Comes in Like a Lion"" adapts Chika Umino's same-name manga. Genius shogi player Rei Kiriyama grows amid the warmth of shogi and the people around him after losing his family. The work is themed on shogi, healing, and life; Rei's loneliness and inner struggles are depicted deeply, and the anime has a serene beautiful atmosphere—a masterpiece full of humanistic care."
627,primary,en-US,超自然9人组,"""Occultic;Nine"" adapts the same-name novel. Around mysterious events, nine people with various quirks are drawn into a supernatural conspiracy. The work features suspense, urban legends, and multi-line narration, with tight pacing and constant reversals. The fates of the characters intertwine—a suspense work full of wild ideas."
628,primary,en-US,战国鸟兽戏画～甲～,"""Sengoku Choujuu Giga"" is a short anime anthropomorphizing Sengoku generals as animals, unfolding comedic daily life. The work features history, comedy, and anthropomorphization, with a unique art style and brisk pacing, showing the generals' interactions in light daily life—a short anime with both fun and historical flavor."
629,primary,en-US,乌冬面之国的金色毛毬,"""Udon no Kuni no Kin-iro Kemari"" adapts the same-name manga. Web designer Souta returns to his hometown and meets Poko, a tanuki yokai who looks like a child, unfolding warm daily life. The work features daily life, healing, and yokai, with a warm atmosphere. The interactions between Souta and Poko are healing—a warm family work."
630,primary,en-US,钢之管弦乐,"This is an original short anime telling the story of a robot and a girl. In a mechanical world, a girl meets a robot; the work features sci-fi, healing, and daily life, with fresh art and a tranquil atmosphere, showing the bond between humans and machines in light stories—a healing work."
631,primary,en-US,编舟记,"""The Great Passage"" adapts Miura Shion's same-name novel. Young man Mitsuya Majime participates in compiling the dictionary The Great Passage at a dictionary editorial department; the work is themed on workplace, humanities, and persistence. Majime's passion for dictionaries and the team's efforts are moving, and the anime has a serene atmosphere—an excellent work full of craftsman spirit."
632,primary,en-US,人狼暗号1951,"""Jinrou Coden 1951"" is a short anime telling a military secret after World War II. The boys carry out missions in a war over the wolf-man code; the work features military, suspense, and sci-fi, with a heavy atmosphere. The plot revolves around the truth of the code and war—a cool-styled work."
633,primary,en-US,雨色可可 in Hawaii,"""Rainy Cocoa in Hawaii"" is a Rainy Cocoa series work; the cafe story comes to Hawaii. This work tells the daily life of the cafe members in Hawaii; the work features healing, daily life, and coffee, with fresh art and a tranquil atmosphere—a healing work suitable for relaxed viewing."
634,primary,en-US,星期一的丰满,"""Getsuyoubi no Tawawa"" is a short anime telling the interactions between a Monday commuter and buxom girls. The work features fan-service, daily life, and comedy, with refined art and short length, showing the girls' charm in light daily life—a short anime centered on visual service."
635,primary,en-US,精灵宝可梦 太阳&月亮,"""Pokemon Sun & Moon"" is a Pokemon anime series; Ash and Pikachu begin a new adventure in the Alola region. This work Ash studies at the Pokemon school and meets new partners; the work features adventure, battle, and bonds, with a refreshing new style. The deep bond between Pokemon is moving—a new chapter of Pokemon anime."
636,primary,en-US,伤物语Ⅱ热血篇,"""Kizumonogatari Part 2: Nekketsu"" is the second part of the Kizumonogatari movie series; Koyomi Araragi's battles with the vampire hunters continue. Araragi gradually understands Kiss-shot in battles with the hunters; the work is known for its unique dialogue style and extreme visual expression, with gorgeous battle scenes. Araragi's choices are profound—a classic chapter of the Monogatari series."
637,primary,en-US,魔法使的新娘 等待繁星之人,"""The Ancient Magus' Bride: Those Awaiting a Star"" is a movie of The Ancient Magus' Bride, telling the story of girl Chise Hatori and the magus Elias. Chise comes into contact with the magic world under Elias's guidance; the work features fantasy, healing, and magic, with exquisite visuals and a dreamy atmosphere. Chise's growth is moving—a poetic work."
638,primary,en-US,机动战士高达 THE ORIGIN,"""Mobile Suit Gundam: The Origin"" is a Gundam series anime telling the past of Char Aznable. This work depicts the experiences of Char and his sister in war and the birth of Zeon; the work features mech battles, war, and epic, with refined production and detailed animation. Char's growth and tragedy are moving—a classic prequel of the Gundam series."
639,primary,en-US,剧场版 吹响吧！上低音号～欢迎来到北宇治高中吹奏乐部～,"""Sound! Euphonium the Movie: Welcome to the Kitauji High School Concert Band"" is a compilation movie of Sound! Euphonium; Kumiko's story of joining the concert band is re-edited. The work features music, youth, and ensemble, with infectious performance scenes and delicate moving emotions—a classic of Kyoto Animation."
640,primary,en-US,数码宝贝大冒险 tri. 第三章「告白」,"""Digimon Adventure tri. Chapter 3: Confession"" is the third chapter of the Digimon tri series; the Chosen Children's adventure with Digimon continues. This work revolves around confession and a new crisis, with the children's growth and bonds with Digimon full of highlights; the work is themed on adventure, friendship, and growth—a movie of the Digimon series."
641,primary,en-US,黑子的篮球 Winter Cup总集篇 ～影与光～,"""Kuroko's Basketball: Winter Cup Soushuuhen - Kage to Hikari"" is a compilation movie of Kuroko's Basketball, reviewing the classic duels of the Winter Cup. This work focuses on the battles between Seirin and the Generation of Miracles; the work features basketball, passion, and competition, with gorgeous match scenes. The partnership between Kuroko and Kagami is a highlight—a movie of the Kuroko's Basketball series."
642,primary,en-US,美妙天堂剧场版 大～家的憧憬♪出发吧☆美妙巴黎,"""PriPara Movie: Minna no Akogare Let's Go PriParis"" is a movie of PriPara; the girls' idol adventure comes to Paris. This work Laala and her partners put on new performances in Paris; the work features gorgeous stage performances, cute characters, and music, with infectious song-and-dance scenes—a classic girls' idol series."
643,primary,en-US,名侦探柯南 纯黑的恶梦,"""Detective Conan: The Darkest Nightmare"" is a Detective Conan movie; Conan engages in a fierce showdown with the Black Organization. This work revolves around a spy and the organization's conspiracy, with gorgeous action scenes. The interactions between Conan and characters like Akai and Amuro are highlights; the work features mystery, action, and suspense—a highly popular Conan movie."
644,primary,en-US,从很久以前就喜欢你了。～告白实行委员会～,"""Zutto Mae kara Suki deshita. Kokuhaku Jikkou Iinkai"" is a movie of the Confession Executive Committee series, telling the love stories of high school students. This work revolves around the romance between Natsuki Enomoto and Yuu Setoguchi; the work features romance, youth, and music, with exquisite visuals and moving raw emotions—a work full of girlish heart."
645,primary,en-US,蜡笔小新：梦境世界大突击,"""Crayon Shin-chan: Fast Asleep! The Great Assault on Dreamy World!"" is a Crayon Shin-chan movie; Shin-chan and his friends adventure in the dream world. This work revolves around the anomaly in dreams, with Shin-chan and his partners fighting mysterious enemies in dreams; the work features comedy, adventure, and family, with a joyful atmosphere and a warm ending—a Crayon Shin-chan movie."
646,primary,en-US,ZEGAPAIN ADP,"""Zegapain ADP"" is a movie of Zegapain, telling the battles of a boy in a virtual world. Kyo gradually learns the world's truth in his encounter with a mysterious girl; the work features sci-fi, battle, and suspense, with gorgeous battle scenes and impressive plot reversals—a movie of the Zegapain series."
647,primary,en-US,牙狼〈GARO〉-DIVINE FLAME-,"""Garo: Divine Flame"" is a movie of the Garo series, telling the battles of Madou Knights against the Horrors. This work revolves around the growth of a new Madou Knight; the work features Japanese-style fantasy and gorgeous battles, combining Garo's armor with dark aesthetics, with shocking battle scenes—an important work of the Garo series."
648,primary,en-US,剧场版 精灵宝可梦XY&Z 波尔凯尼恩与机巧的玛机雅娜,"""Pokemon the Movie XY&Z: Volcanion and the Mechanical Marvel"" is a Pokemon movie; Ash and Pikachu meet the mythical Pokemon Volcanion. This work revolves around the mystery of the mechanical Magearna; the work features adventure, battle, and bonds, with gorgeous battle scenes. The deep bond between Pokemon is moving—a Pokemon movie."
649,primary,en-US,黑子的篮球 Winter Cup总集篇 ～大门的另一边～,"""Kuroko's Basketball: Winter Cup Soushuuhen - Tobira no Mukou"" is a compilation movie of Kuroko's Basketball, reviewing the finals of the Winter Cup. This work focuses on the showdown between Seirin and Rakuzan; the work features basketball, passion, and competition, with gorgeous match scenes and peak duels full of highlights—a movie of the Kuroko's Basketball series."
650,primary,en-US,伤物语Ⅲ冷血篇,"""Kizumonogatari Part 3: Reiketsu"" is the final part of the Kizumonogatari movie series; the story of Koyomi Araragi and the vampire Kiss-shot reaches its conclusion. Araragi makes his final choice amid entanglements with hunters and vampires; the work is known for its unique dialogue style, extreme visual expression, and profound themes, with refined production—a classic chapter of the Monogatari series."
651,primary,en-US,亚人 -冲动-,"""Ajin: Shoudou"" is the first movie of the Ajin series, telling the origin of the Ajin Kei Nagai. After discovering he is an immortal Ajin, Kei goes on the run and fights; the work features sci-fi, suspense, and action, with shocking Ajin settings and battle scenes. The anime's 3DCG is unique—a movie of the Ajin series."
652,primary,en-US,亚人 -冲突-,"""Ajin: Shoutotsu"" is the second movie of the Ajin series; the conflict between Kei Nagai and Sato escalates. This work Kei fights against Sato's forces while on the run; the work features sci-fi, suspense, and action, with shocking Ajin settings and battle scenes. The anime's 3DCG is unique—a movie of the Ajin series."
653,primary,en-US,航海王之黄金城,"""One Piece Film: Gold"" is a One Piece movie; Luffy and his crew's adventure in the golden city. This work revolves around the secret of the golden city and new enemies, with the Straw Hats engaging in gorgeous battles; the work is themed on adventure, passion, and partner bonds, with gorgeous battle scenes and joyful adventures—a highly popular One Piece movie."
654,primary,en-US,政宗君的复仇,"""Masamune-kun's Revenge"" adapts the same-name manga. Boy Masamune Makabe, once called Piggy, changes his name and takes action to get revenge on Aki Adagaki, who once rejected him. The work features romantic comedy, revenge, and daily life; Masamune's revenge plan is full of gags, and the anime has a light atmosphere with sugary interactions between the leads—a joyful romantic comedy."
655,primary,en-US,珈百璃的堕落,"""Gabriel DropOut"" adapts the same-name manga. Angel Gabriel, after coming to the human world, becomes addicted to games and degenerates into a slacker angel. The work features comedy, daily life, and snark; Gabriel's degeneration and her interactions with angels and demons are full of gags, and the anime has cute art with brisk pacing—a stress-relieving comedy."
656,primary,en-US,秋叶原之旅,"""Akiba's Trip: The Animation"" adapts the same-name game, telling the battles of vampire hunter boys in Akihabara. The protagonists fight vampires in Akihabara; the work features action, comedy, and parody, incorporating Akihabara culture into battle, with a unique art style and brisk pacing—a creative work."
657,primary,en-US,亚人酱有话要说,"""Interviews with Monster Girls"" adapts the same-name manga, telling the story of demi-human teachers and students. Demi-humans such as vampires and snow women live at school; the work features daily life, healing, and education, with a warm atmosphere. The demi-human teachers' worries and growth are fun—a light healing work."
658,primary,en-US,Schoolgirl Strikers,"""Schoolgirl Strikers: Animation Channel"" adapts the same-name game, telling the battles of girls at the academy. Five girls are chosen for a special unit and fight mysterious enemies; the work features school, battle, and ensemble, with gorgeous battle scenes and growth and bonds running throughout—a school battle work."
659,primary,en-US,飙速宅男 新世代,"""Yowamushi Pedal: New Generation"" continues the series; Sakamichi Onoda and Sohoku High's cycling club's story continues. This season brings new rivals and races, with Onoda's climbing ability amazing viewers; the work features cycling, passion, and competition, with passionate race scenes and moving growth and bonds—an excellent sports anime."
660,primary,en-US,为美好的世界献上祝福！ 第二季,"""KonoSuba: God's Blessing on This Wonderful World!"" Season 2 continues the first season; Kazuma and his useless teammates' otherworld adventure continues. This season Kazuma's party causes more jokes in new missions; the work features isekai, comedy, and snark, with the bizarre combination of Kazuma and his teammates full of gags. The anime has exaggerated performances and dense jokes—a classic isekai comedy."
661,primary,en-US,鬼平,"""Onihei"" adapts the same-name historical novel. The head of the fire thieves disciplinary unit Heizou Hasegawa protects public order in Edo. The work features jidaigeki, human warmth, and mystery; Heizou's justice and wit are charming, and the anime has a serene atmosphere with gripping episodic stories—a work full of era flavor."
662,primary,en-US,BanG Dream!,"""BanG Dream!"" is the anime of a band project, telling the story of girls forming a band. The girls find themselves through music and work to reach their dream stage; the work features music, youth, and ensemble, with moving songs and infectious performance scenes. The characters' growth is moving—the starting point of the BanG Dream project."
663,primary,en-US,漫研部～Surgical Friends～,"This is a series anime telling the daily life of the girls of the manga research club. The members carry out various parodies in their daily work of making manga; the work features comedy, daily life, and snark, with a unique art style and brisk pacing, showing the girls' interactions in light daily life—a stress-relieving short anime."
664,primary,en-US,小林家的龙女仆,"""Miss Kobayashi's Dragon Maid"" adapts the same-name manga. The cohabitation daily life of programmer Kobayashi and the dragon Tohru is fun. Tohru becomes Kobayashi's maid to repay her kindness, living together with other dragons; the work features daily life, healing, and comedy, with funny interactions between dragons and humans and a warm atmosphere—a phenomenal healing work."
665,primary,en-US,Urara迷路帖,"""Urara Meirochou"" adapts the same-name manga. Divination girl Chiya, searching for her mother, comes to Meiro Town and begins learning fortune-telling. The work features divination, daily life, and healing; the interactions between Chiya and the divination girls are warm, and the anime has cute art and a light atmosphere, showing the fun of divination in cute daily life—a healing work."
666,primary,en-US,超·少年侦探团NEO,"""Chou Shounen Tanteidan NEO"" adapts from Edogawa Ranpo's works; the Boy Detectives Club solves cases in a near-future world. Set against high technology, the boy detectives adventure in a future city; the work features mystery, adventure, and sci-fi, with a plot full of mysteries and fun adventures—a novel-styled work."
667,primary,en-US,小魔女学园,"""Little Witch Academia"" is TRIGGER's original anime telling of girl Atsuko entering a witch academy to learn magic. Atsuko chases the dream of her idol Shiny Chariot at Luna Nova Academy, carrying out magical adventures; the work features magic, youth, and passion, with vibrant visuals. Atsuko's growth is moving—TRIGGER's representative work."
668,primary,en-US,清恋,"""Seiren"" is a series anime telling the love stories of a boy and girls. This work unfolds romance stories from the perspectives of multiple heroines; the work features romance, daily life, and youth, with a warm atmosphere. The characters' raw emotions are charming—a light healing romance work."
669,primary,en-US,幼女战记,"""Saga of Tanya the Evil"" adapts the same-name light novel. An elite civil servant is reincarnated as the little girl Tanya after death, surviving in a war world. Tanya gets drawn into a world war with her cruel military talent; the work features war, isekai, and black humor, with gorgeous war scenes. Tanya's calm yet crazy way of fighting is charming—a unique war work."
670,primary,en-US,风夏,"""Fuuka"" adapts Seo Kouji's same-name manga. Boy Yuu Haruna meets the girl Fuuka after moving, unfolding a youthful story of band and love. The work features romance, music, and youth; Yuu's growth in band activities and his emotional entanglements are highlights, and the anime has a youthful atmosphere—a music-filled work."
671,primary,en-US,南镰仓高校女子自行车社,"""Minami Kamakura High School Girls Cycling Club"" adapts the same-name manga. Girl Hiromi Maiharu transfers to Minami Kamakura High School and begins to encounter bicycles. The work features bicycles, daily life, and healing; Hiromi's growth in cycling is full of vitality, and the anime has fresh art and a light atmosphere, showing the joy of riding in light daily life—a healing work."
672,primary,en-US,青之驱魔师 京都不净王篇,"""Blue Exorcist: Kyoto Saga"" is the second season of Blue Exorcist; Rin Okumura's battle with the Impure King unfolds. This work revolves around the crisis in Kyoto and Rin's past; the work features exorcism, battle, and passion, with gorgeous battle scenes. Rin's growth and bonds with his partners run throughout—an important chapter of the Blue Exorcist series."
673,primary,en-US,昭和元禄落语心中 -助六再临篇-,"""Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen"" is the second season of the series; rakugo artist Kikuhiko's story continues. This work revolves around Sukeroku's past and the succession of rakugo; the work is themed on rakugo, art, and life, with a serene elegant atmosphere and detailed depiction of rakugo art—an artistic work full of era flavor."
674,primary,en-US,从前有座灵剑山 第二季,"""Ling Jian Shan"" Season 2 continues the first season; cultivation boy Wang Lu's training continues. This season Wang Lu faces new challenges at the Ling Jian sect; the work features cultivation, comedy, and passion, with novel settings and brisk pacing, unfolding cultivation adventures amid light daily life—an excellent Chinese cultivation anime."
675,primary,en-US,锁链战记～赫克瑟塔斯之光～,"""Chain Chronicle: The Light of Haecceitas"" adapts the same-name game, telling the battles of the volunteer army against the Black King. Boy Yuri and his partners adventure in a fantasy world; the work features adventure, battle, and ensemble, with gorgeous battle scenes and growth and bonds running throughout—a game adaptation."
676,primary,en-US,宇宙警探elDLIVE,"""elDLIVE"" adapts Amano Akira's manga, telling the story of boy Chuta Kokonose becoming a space police officer. Chuta adventures at the Space Police Agency; the work features sci-fi, adventure, and passion, with fresh art. Chuta's growth and bonds with his partners run throughout—a work suitable for young viewers."
677,primary,en-US,猫咪日常,"""Nyanko Days"" is a short anime telling the daily life of a girl and three cats. The interactions between Konagai and the cats are healing; the work features cute pets, daily life, and healing, with soft cute art and a light atmosphere, showing the cats' cuteness in extremely short length—a healing short anime that brightens the mood."
678,primary,en-US,情热传说 the X 第二季,"""Tales of Zestiria the X"" Season 2 continues the first season; the Shepherd Sorey's adventure continues. This season revolves around the conflict between seraphim and humans, testing Sorey's convictions; the work features fantasy, adventure, and passion, with refined production and gorgeous battle scenes. Sorey's growth and the world's truth unfold layer by layer—an excellent game adaptation."
679,primary,en-US,偶像事变,"""Idol Jihen"" adapts the same-name game, telling the story of politician idols. The girls participate in political elections as idols; the work features idols, politics, and ensemble, with novel settings. The girls' campaign activities are full of highlights, and the characters' growth and bonds run throughout—a unique work."
680,primary,en-US,银魂.,"""Gintama."" is a Gintama series anime; the Yorozuya's daily life and battles continue. This season Gin and his partners face tests in a new chapter; the work features comedy, snark, and passion, with parody and seriousness coexisting. Gin's sharp tongue and bonds with his partners are moving—a continuation of the Gintama series."
681,primary,en-US,新撰组镇魂歌 二分之一,"This is a short anime telling the comedic daily life of Shinsengumi characters. The work features history, parody, and daily life; the Shinsengumi members cause various jokes in light daily life, and the anime is short with brisk pacing—a stress-relieving short anime."
682,primary,en-US,ACCA13区监察课,"""ACCA: 13-Territory Inspection Dept."" adapts the same-name manga. Inspection officer Jean is responsible for inspecting 13 autonomous territories, getting drawn into a political conspiracy during inspections. The work features politics, daily life, and food, with a serene elegant atmosphere. The contrast between Jean's gentle personality and the kingdom's scheming is striking—a stylish work."
683,primary,en-US,Hand Shakers,"""Hand Shakers"" is an original anime telling the battles of ability users connected by hands. Boy Tazuna Takatsuki and a mysterious girl engage in battles between ability users; the work features battle, sci-fi, and passion, with gorgeous visuals and tense battle scenes. The bond between Tazuna and the girl runs throughout—a visually unique work."
684,primary,en-US,兽娘动物园,"""Kemono Friends"" is an original anime telling the adventures of a girl and animal girls in a zoo. Girl Kaban, who lost her memory, meets animal friends in Japari Park; the work features moe, adventure, and healing, with a unique art style and warm atmosphere. The bond between Kaban and the animal friends is moving—a phenomenal work."
685,primary,en-US,Piacevole～我的意大利料理～,"""Piacevole: My Italian Cooking"" is a short anime telling the daily life of a girl working at an Italian restaurant and Italian cuisine. The girl comes into contact with food while working at the Italian restaurant; the work features food, daily life, and comedy, and the anime is short with brisk pacing, showing food's charm in light daily life—a stress-relieving short anime."
686,primary,en-US,One Room,"""One Room"" is a short anime telling the girls' daily life from a first-person perspective. Viewers interact with the girls from the protagonist's point of view; the work features daily life, romance, and healing, with refined art and a warm atmosphere, showing the girls' lives in short length—an immersive work."
687,primary,en-US,混沌子,"""Chaos;Child"" adapts the same-name game. In Shibuya after an earthquake, boy Takuru Miyashiro and the girls are drawn into supernatural incidents. The work is themed on suspense, sci-fi, and darkness, with an oppressive atmosphere. The plot's reversals and settings are impactful—a cool-styled suspense work."
688,primary,en-US,MARGINAL#4 从KISS开始创造Big Bang,"""MARGINAL#4: KISS kara Tsukuru Big Bang"" is a female-oriented idol anime telling the story of the idol group MARGINAL#4. The boys chase dreams on the idol stage; the work features music, idols, and ensemble, with gorgeous songs and stage performances. The characters each have charm, and the anime has an inspirational warm atmosphere—a female-oriented idol anime."
